Continente;Ordem continente;País;Ordem país;UF;Ordem UF;Via de acesso;Ordem via de acesso;Ano;Mês;Ordem mês;Chegadas;
Oceania;7;Austrália;14;Mato Grosso do Sul;12;Terrestre;2;2014;abril;4;19;
Oceania;7;Nova Zelândia;166;Mato Grosso do Sul;12;Terrestre;2;2014;abril;4;3;
Oceania;7;Outros países;998;Mato Grosso do Sul;12;Terrestre;2;2014;abril;4;0;
Continente não especificado;8;Países não especificados;999;Mato Grosso do Sul;12;Terrestre;2;2014;abril;4;0;
África;1;África do Sul;2;Mato Grosso do Sul;12;Terrestre;2;2014;maio;5;1;
África;1;Angola;6;Mato Grosso do Sul;12;Terrestre;2;2014;maio;5;0;
África;1;Cabo Verde;35;Mato Grosso do Sul;12;Terrestre;2;2014;maio;5;0;
África;1;Nigéria;162;Mato Grosso do Sul;12;Terrestre;2;2014;maio;5;0;
África;1;Outros países;998;Mato Grosso do Sul;12;Terrestre;2;2014;maio;5;0;
América Central e Caribe;2;Costa Rica;53;Mato Grosso do Sul;12;Terrestre;2;2014;maio;5;0;
América Central e Caribe;2;Cuba;55;Mato Grosso do Sul;12;Terrestre;2;2014;maio;5;4;
América Central e Caribe;2;Guatemala;84;Mato Grosso do Sul;12;Terrestre;2;2014;maio;5;0;
América Central e Caribe;2;Panamá;170;Mato Grosso do Sul;12;Terrestre;2;2014;maio;5;0;
América Central e Caribe;2;Outros países;998;Mato Grosso do Sul;12;Terrestre;2;2014;maio;5;2;
América do Norte;3;Canadá;38;Mato Grosso do Sul;12;Terrestre;2;2014;maio;5;5;
América do Norte;3;Estados Unidos;68;Mato Grosso do Sul;12;Terrestre;2;2014;maio;5;20;
América do Norte;3;México;148;Mato Grosso do Sul;12;Terrestre;2;2014;maio;5;41;
América do Sul;4;Argentina;11;Mato Grosso do Sul;12;Terrestre;2;2014;maio;5;77;
América do Sul;4;Bolívia;26;Mato Grosso do Sul;12;Terrestre;2;2014;maio;5;1938;
América do Sul;4;Chile;42;Mato Grosso do Sul;12;Terrestre;2;2014;maio;5;50;
América do Sul;4;Colômbia;48;Mato Grosso do Sul;12;Terrestre;2;2014;maio;5;29;
América do Sul;4;Equador;63;Mato Grosso do Sul;12;Terrestre;2;2014;maio;5;41;
América do Sul;4;Guiana Francesa;87;Mato Grosso do Sul;12;Terrestre;2;2014;maio;5;0;
América do Sul;4;Paraguai;173;Mato Grosso do Sul;12;Terrestre;2;2014;maio;5;1437;
América do Sul;4;Peru;174;Mato Grosso do Sul;12;Terrestre;2;2014;maio;5;145;
América do Sul;4;Guiana;86;Mato Grosso do Sul;12;Terrestre;2;2014;maio;5;0;
América do Sul;4;Suriname;217;Mato Grosso do Sul;12;Terrestre;2;2014;maio;5;0;
América do Sul;4;Uruguai;234;Mato Grosso do Sul;12;Terrestre;2;2014;maio;5;0;
América do Sul;4;Venezuela;238;Mato Grosso do Sul;12;Terrestre;2;2014;maio;5;0;
Ásia;5;China;43;Mato Grosso do Sul;12;Terrestre;2;2014;maio;5;3;
Ásia;5;Índia;113;Mato Grosso do Sul;12;Terrestre;2;2014;maio;5;0;
Ásia;5;Israel;119;Mato Grosso do Sul;12;Terrestre;2;2014;maio;5;1;
Ásia;5;Japão;122;Mato Grosso do Sul;12;Terrestre;2;2014;maio;5;7;
Ásia;5;República da Coreia;184;Mato Grosso do Sul;12;Terrestre;2;2014;maio;5;0;
Ásia;5;Outros países;998;Mato Grosso do Sul;12;Terrestre;2;2014;maio;5;7;
Europa;6;Alemanha;4;Mato Grosso do Sul;12;Terrestre;2;2014;maio;5;33;
Europa;6;Áustria;15;Mato Grosso do Sul;12;Terrestre;2;2014;maio;5;0;
Europa;6;Bélgica;21;Mato Grosso do Sul;12;Terrestre;2;2014;maio;5;8;
Europa;6;Dinamarca;57;Mato Grosso do Sul;12;Terrestre;2;2014;maio;5;4;
Europa;6;Espanha;67;Mato Grosso do Sul;12;Terrestre;2;2014;maio;5;13;
Europa;6;Finlândia;73;Mato Grosso do Sul;12;Terrestre;2;2014;maio;5;0;
Europa;6;França;74;Mato Grosso do Sul;12;Terrestre;2;2014;maio;5;50;
Europa;6;Grécia;81;Mato Grosso do Sul;12;Terrestre;2;2014;maio;5;0;
Europa;6;Holanda;92;Mato Grosso do Sul;12;Terrestre;2;2014;maio;5;30;
Europa;6;Hungria;94;Mato Grosso do Sul;12;Terrestre;2;2014;maio;5;0;
Europa;6;Reino Unido;182;Mato Grosso do Sul;12;Terrestre;2;2014;maio;5;55;
Europa;6;Irlanda;117;Mato Grosso do Sul;12;Terrestre;2;2014;maio;5;6;
Europa;6;Itália;120;Mato Grosso do Sul;12;Terrestre;2;2014;maio;5;8;
Europa;6;Noruega;164;Mato Grosso do Sul;12;Terrestre;2;2014;maio;5;3;
Europa;6;Polônia;177;Mato Grosso do Sul;12;Terrestre;2;2014;maio;5;0;
Europa;6;Portugal;179;Mato Grosso do Sul;12;Terrestre;2;2014;maio;5;0;
Europa;6;República Tcheca;187;Mato Grosso do Sul;12;Terrestre;2;2014;maio;5;0;
Europa;6;Rússia;190;Mato Grosso do Sul;12;Terrestre;2;2014;maio;5;1;
Europa;6;Suécia;215;Mato Grosso do Sul;12;Terrestre;2;2014;maio;5;4;
Europa;6;Suíça;216;Mato Grosso do Sul;12;Terrestre;2;2014;maio;5;10;
Europa;6;Outros países;998;Mato Grosso do Sul;12;Terrestre;2;2014;maio;5;6;
Oceania;7;Austrália;14;Mato Grosso do Sul;12;Terrestre;2;2014;maio;5;39;
Oceania;7;Nova Zelândia;166;Mato Grosso do Sul;12;Terrestre;2;2014;maio;5;7;
Oceania;7;Outros países;998;Mato Grosso do Sul;12;Terrestre;2;2014;maio;5;0;
Continente não especificado;8;Países não especificados;999;Mato Grosso do Sul;12;Terrestre;2;2014;maio;5;0;
África;1;África do Sul;2;Mato Grosso do Sul;12;Terrestre;2;2014;junho;6;3;
África;1;Angola;6;Mato Grosso do Sul;12;Terrestre;2;2014;junho;6;0;
África;1;Cabo Verde;35;Mato Grosso do Sul;12;Terrestre;2;2014;junho;6;0;
África;1;Nigéria;162;Mato Grosso do Sul;12;Terrestre;2;2014;junho;6;0;
África;1;Outros países;998;Mato Grosso do Sul;12;Terrestre;2;2014;junho;6;0;
América Central e Caribe;2;Costa Rica;53;Mato Grosso do Sul;12;Terrestre;2;2014;junho;6;0;
América Central e Caribe;2;Cuba;55;Mato Grosso do Sul;12;Terrestre;2;2014;junho;6;3;
América Central e Caribe;2;Guatemala;84;Mato Grosso do Sul;12;Terrestre;2;2014;junho;6;0;
América Central e Caribe;2;Panamá;170;Mato Grosso do Sul;12;Terrestre;2;2014;junho;6;0;
América Central e Caribe;2;Outros países;998;Mato Grosso do Sul;12;Terrestre;2;2014;junho;6;8;
América do Norte;3;Canadá;38;Mato Grosso do Sul;12;Terrestre;2;2014;junho;6;26;
América do Norte;3;Estados Unidos;68;Mato Grosso do Sul;12;Terrestre;2;2014;junho;6;58;
América do Norte;3;México;148;Mato Grosso do Sul;12;Terrestre;2;2014;junho;6;50;
América do Sul;4;Argentina;11;Mato Grosso do Sul;12;Terrestre;2;2014;junho;6;103;
América do Sul;4;Bolívia;26;Mato Grosso do Sul;12;Terrestre;2;2014;junho;6;2555;
América do Sul;4;Chile;42;Mato Grosso do Sul;12;Terrestre;2;2014;junho;6;1195;
América do Sul;4;Colômbia;48;Mato Grosso do Sul;12;Terrestre;2;2014;junho;6;491;
América do Sul;4;Equador;63;Mato Grosso do Sul;12;Terrestre;2;2014;junho;6;201;
América do Sul;4;Guiana Francesa;87;Mato Grosso do Sul;12;Terrestre;2;2014;junho;6;0;
América do Sul;4;Paraguai;173;Mato Grosso do Sul;12;Terrestre;2;2014;junho;6;1315;
América do Sul;4;Peru;174;Mato Grosso do Sul;12;Terrestre;2;2014;junho;6;375;
América do Sul;4;Guiana;86;Mato Grosso do Sul;12;Terrestre;2;2014;junho;6;0;
América do Sul;4;Suriname;217;Mato Grosso do Sul;12;Terrestre;2;2014;junho;6;0;
América do Sul;4;Uruguai;234;Mato Grosso do Sul;12;Terrestre;2;2014;junho;6;5;
América do Sul;4;Venezuela;238;Mato Grosso do Sul;12;Terrestre;2;2014;junho;6;0;
Ásia;5;China;43;Mato Grosso do Sul;12;Terrestre;2;2014;junho;6;1;
Ásia;5;Índia;113;Mato Grosso do Sul;12;Terrestre;2;2014;junho;6;4;
Ásia;5;Israel;119;Mato Grosso do Sul;12;Terrestre;2;2014;junho;6;14;
Ásia;5;Japão;122;Mato Grosso do Sul;12;Terrestre;2;2014;junho;6;0;
Ásia;5;República da Coreia;184;Mato Grosso do Sul;12;Terrestre;2;2014;junho;6;0;
Ásia;5;Outros países;998;Mato Grosso do Sul;12;Terrestre;2;2014;junho;6;0;
Europa;6;Alemanha;4;Mato Grosso do Sul;12;Terrestre;2;2014;junho;6;61;
Europa;6;Áustria;15;Mato Grosso do Sul;12;Terrestre;2;2014;junho;6;0;
Europa;6;Bélgica;21;Mato Grosso do Sul;12;Terrestre;2;2014;junho;6;17;
Europa;6;Dinamarca;57;Mato Grosso do Sul;12;Terrestre;2;2014;junho;6;1;
Europa;6;Espanha;67;Mato Grosso do Sul;12;Terrestre;2;2014;junho;6;15;
Europa;6;Finlândia;73;Mato Grosso do Sul;12;Terrestre;2;2014;junho;6;0;
Europa;6;França;74;Mato Grosso do Sul;12;Terrestre;2;2014;junho;6;73;
Europa;6;Grécia;81;Mato Grosso do Sul;12;Terrestre;2;2014;junho;6;0;
Europa;6;Holanda;92;Mato Grosso do Sul;12;Terrestre;2;2014;junho;6;75;
Europa;6;Hungria;94;Mato Grosso do Sul;12;Terrestre;2;2014;junho;6;0;
Europa;6;Reino Unido;182;Mato Grosso do Sul;12;Terrestre;2;2014;junho;6;94;
Europa;6;Irlanda;117;Mato Grosso do Sul;12;Terrestre;2;2014;junho;6;24;
Europa;6;Itália;120;Mato Grosso do Sul;12;Terrestre;2;2014;junho;6;10;
Europa;6;Noruega;164;Mato Grosso do Sul;12;Terrestre;2;2014;junho;6;5;
Europa;6;Polônia;177;Mato Grosso do Sul;12;Terrestre;2;2014;junho;6;1;
Europa;6;Portugal;179;Mato Grosso do Sul;12;Terrestre;2;2014;junho;6;6;
Europa;6;República Tcheca;187;Mato Grosso do Sul;12;Terrestre;2;2014;junho;6;0;
Europa;6;Rússia;190;Mato Grosso do Sul;12;Terrestre;2;2014;junho;6;8;
Europa;6;Suécia;215;Mato Grosso do Sul;12;Terrestre;2;2014;junho;6;0;
Europa;6;Suíça;216;Mato Grosso do Sul;12;Terrestre;2;2014;junho;6;21;
Europa;6;Outros países;998;Mato Grosso do Sul;12;Terrestre;2;2014;junho;6;12;
Oceania;7;Austrália;14;Mato Grosso do Sul;12;Terrestre;2;2014;junho;6;69;
Oceania;7;Nova Zelândia;166;Mato Grosso do Sul;12;Terrestre;2;2014;junho;6;6;
Oceania;7;Outros países;998;Mato Grosso do Sul;12;Terrestre;2;2014;junho;6;0;
Continente não especificado;8;Países não especificados;999;Mato Grosso do Sul;12;Terrestre;2;2014;junho;6;0;
África;1;África do Sul;2;Mato Grosso do Sul;12;Terrestre;2;2014;julho;7;1;
África;1;Angola;6;Mato Grosso do Sul;12;Terrestre;2;2014;julho;7;0;
África;1;Cabo Verde;35;Mato Grosso do Sul;12;Terrestre;2;2014;julho;7;0;
África;1;Nigéria;162;Mato Grosso do Sul;12;Terrestre;2;2014;julho;7;0;
África;1;Outros países;998;Mato Grosso do Sul;12;Terrestre;2;2014;julho;7;0;
América Central e Caribe;2;Costa Rica;53;Mato Grosso do Sul;12;Terrestre;2;2014;julho;7;0;
América Central e Caribe;2;Cuba;55;Mato Grosso do Sul;12;Terrestre;2;2014;julho;7;13;
América Central e Caribe;2;Guatemala;84;Mato Grosso do Sul;12;Terrestre;2;2014;julho;7;0;
América Central e Caribe;2;Panamá;170;Mato Grosso do Sul;12;Terrestre;2;2014;julho;7;0;
América Central e Caribe;2;Outros países;998;Mato Grosso do Sul;12;Terrestre;2;2014;julho;7;0;
América do Norte;3;Canadá;38;Mato Grosso do Sul;12;Terrestre;2;2014;julho;7;3;
América do Norte;3;Estados Unidos;68;Mato Grosso do Sul;12;Terrestre;2;2014;julho;7;28;
América do Norte;3;México;148;Mato Grosso do Sul;12;Terrestre;2;2014;julho;7;30;
América do Sul;4;Argentina;11;Mato Grosso do Sul;12;Terrestre;2;2014;julho;7;203;
América do Sul;4;Bolívia;26;Mato Grosso do Sul;12;Terrestre;2;2014;julho;7;2000;
América do Sul;4;Chile;42;Mato Grosso do Sul;12;Terrestre;2;2014;julho;7;31;
América do Sul;4;Colômbia;48;Mato Grosso do Sul;12;Terrestre;2;2014;julho;7;73;
América do Sul;4;Equador;63;Mato Grosso do Sul;12;Terrestre;2;2014;julho;7;20;
América do Sul;4;Guiana Francesa;87;Mato Grosso do Sul;12;Terrestre;2;2014;julho;7;0;
América do Sul;4;Paraguai;173;Mato Grosso do Sul;12;Terrestre;2;2014;julho;7;1578;
América do Sul;4;Peru;174;Mato Grosso do Sul;12;Terrestre;2;2014;julho;7;197;
América do Sul;4;Guiana;86;Mato Grosso do Sul;12;Terrestre;2;2014;julho;7;0;
América do Sul;4;Suriname;217;Mato Grosso do Sul;12;Terrestre;2;2014;julho;7;0;
América do Sul;4;Uruguai;234;Mato Grosso do Sul;12;Terrestre;2;2014;julho;7;6;
América do Sul;4;Venezuela;238;Mato Grosso do Sul;12;Terrestre;2;2014;julho;7;7;
Ásia;5;China;43;Mato Grosso do Sul;12;Terrestre;2;2014;julho;7;1;
Ásia;5;Índia;113;Mato Grosso do Sul;12;Terrestre;2;2014;julho;7;1;
Ásia;5;Israel;119;Mato Grosso do Sul;12;Terrestre;2;2014;julho;7;1;
Ásia;5;Japão;122;Mato Grosso do Sul;12;Terrestre;2;2014;julho;7;6;
Ásia;5;República da Coreia;184;Mato Grosso do Sul;12;Terrestre;2;2014;julho;7;13;
Ásia;5;Outros países;998;Mato Grosso do Sul;12;Terrestre;2;2014;julho;7;2;
Europa;6;Alemanha;4;Mato Grosso do Sul;12;Terrestre;2;2014;julho;7;40;
Europa;6;Áustria;15;Mato Grosso do Sul;12;Terrestre;2;2014;julho;7;4;
Europa;6;Bélgica;21;Mato Grosso do Sul;12;Terrestre;2;2014;julho;7;13;
Europa;6;Dinamarca;57;Mato Grosso do Sul;12;Terrestre;2;2014;julho;7;10;
Europa;6;Espanha;67;Mato Grosso do Sul;12;Terrestre;2;2014;julho;7;11;
Europa;6;Finlândia;73;Mato Grosso do Sul;12;Terrestre;2;2014;julho;7;0;
Europa;6;França;74;Mato Grosso do Sul;12;Terrestre;2;2014;julho;7;59;
Europa;6;Grécia;81;Mato Grosso do Sul;12;Terrestre;2;2014;julho;7;0;
Europa;6;Holanda;92;Mato Grosso do Sul;12;Terrestre;2;2014;julho;7;24;
Europa;6;Hungria;94;Mato Grosso do Sul;12;Terrestre;2;2014;julho;7;0;
Europa;6;Reino Unido;182;Mato Grosso do Sul;12;Terrestre;2;2014;julho;7;63;
Europa;6;Irlanda;117;Mato Grosso do Sul;12;Terrestre;2;2014;julho;7;8;
Europa;6;Itália;120;Mato Grosso do Sul;12;Terrestre;2;2014;julho;7;6;
Europa;6;Noruega;164;Mato Grosso do Sul;12;Terrestre;2;2014;julho;7;6;
Europa;6;Polônia;177;Mato Grosso do Sul;12;Terrestre;2;2014;julho;7;1;
Europa;6;Portugal;179;Mato Grosso do Sul;12;Terrestre;2;2014;julho;7;3;
Europa;6;República Tcheca;187;Mato Grosso do Sul;12;Terrestre;2;2014;julho;7;1;
Europa;6;Rússia;190;Mato Grosso do Sul;12;Terrestre;2;2014;julho;7;1;
Europa;6;Suécia;215;Mato Grosso do Sul;12;Terrestre;2;2014;julho;7;3;
Europa;6;Suíça;216;Mato Grosso do Sul;12;Terrestre;2;2014;julho;7;6;
Europa;6;Outros países;998;Mato Grosso do Sul;12;Terrestre;2;2014;julho;7;8;
Oceania;7;Austrália;14;Mato Grosso do Sul;12;Terrestre;2;2014;julho;7;21;
Oceania;7;Nova Zelândia;166;Mato Grosso do Sul;12;Terrestre;2;2014;julho;7;7;
Oceania;7;Outros países;998;Mato Grosso do Sul;12;Terrestre;2;2014;julho;7;3;
Continente não especificado;8;Países não especificados;999;Mato Grosso do Sul;12;Terrestre;2;2014;julho;7;0;
África;1;África do Sul;2;Mato Grosso do Sul;12;Terrestre;2;2014;agosto;8;1;
África;1;Angola;6;Mato Grosso do Sul;12;Terrestre;2;2014;agosto;8;0;
África;1;Cabo Verde;35;Mato Grosso do Sul;12;Terrestre;2;2014;agosto;8;0;
África;1;Nigéria;162;Mato Grosso do Sul;12;Terrestre;2;2014;agosto;8;0;
África;1;Outros países;998;Mato Grosso do Sul;12;Terrestre;2;2014;agosto;8;1;
América Central e Caribe;2;Costa Rica;53;Mato Grosso do Sul;12;Terrestre;2;2014;agosto;8;0;
América Central e Caribe;2;Cuba;55;Mato Grosso do Sul;12;Terrestre;2;2014;agosto;8;0;
América Central e Caribe;2;Guatemala;84;Mato Grosso do Sul;12;Terrestre;2;2014;agosto;8;0;
América Central e Caribe;2;Panamá;170;Mato Grosso do Sul;12;Terrestre;2;2014;agosto;8;0;
América Central e Caribe;2;Outros países;998;Mato Grosso do Sul;12;Terrestre;2;2014;agosto;8;1;
América do Norte;3;Canadá;38;Mato Grosso do Sul;12;Terrestre;2;2014;agosto;8;16;
América do Norte;3;Estados Unidos;68;Mato Grosso do Sul;12;Terrestre;2;2014;agosto;8;9;
América do Norte;3;México;148;Mato Grosso do Sul;12;Terrestre;2;2014;agosto;8;22;
América do Sul;4;Argentina;11;Mato Grosso do Sul;12;Terrestre;2;2014;agosto;8;75;
América do Sul;4;Bolívia;26;Mato Grosso do Sul;12;Terrestre;2;2014;agosto;8;1901;
América do Sul;4;Chile;42;Mato Grosso do Sul;12;Terrestre;2;2014;agosto;8;15;
América do Sul;4;Colômbia;48;Mato Grosso do Sul;12;Terrestre;2;2014;agosto;8;32;
América do Sul;4;Equador;63;Mato Grosso do Sul;12;Terrestre;2;2014;agosto;8;10;
América do Sul;4;Guiana Francesa;87;Mato Grosso do Sul;12;Terrestre;2;2014;agosto;8;0;
América do Sul;4;Paraguai;173;Mato Grosso do Sul;12;Terrestre;2;2014;agosto;8;1416;
América do Sul;4;Peru;174;Mato Grosso do Sul;12;Terrestre;2;2014;agosto;8;125;
América do Sul;4;Guiana;86;Mato Grosso do Sul;12;Terrestre;2;2014;agosto;8;0;
América do Sul;4;Suriname;217;Mato Grosso do Sul;12;Terrestre;2;2014;agosto;8;0;
América do Sul;4;Uruguai;234;Mato Grosso do Sul;12;Terrestre;2;2014;agosto;8;0;
América do Sul;4;Venezuela;238;Mato Grosso do Sul;12;Terrestre;2;2014;agosto;8;1;
Ásia;5;China;43;Mato Grosso do Sul;12;Terrestre;2;2014;agosto;8;3;
Ásia;5;Índia;113;Mato Grosso do Sul;12;Terrestre;2;2014;agosto;8;0;
Ásia;5;Israel;119;Mato Grosso do Sul;12;Terrestre;2;2014;agosto;8;5;
Ásia;5;Japão;122;Mato Grosso do Sul;12;Terrestre;2;2014;agosto;8;0;
Ásia;5;República da Coreia;184;Mato Grosso do Sul;12;Terrestre;2;2014;agosto;8;0;
Ásia;5;Outros países;998;Mato Grosso do Sul;12;Terrestre;2;2014;agosto;8;7;
Europa;6;Alemanha;4;Mato Grosso do Sul;12;Terrestre;2;2014;agosto;8;29;
Europa;6;Áustria;15;Mato Grosso do Sul;12;Terrestre;2;2014;agosto;8;3;
Europa;6;Bélgica;21;Mato Grosso do Sul;12;Terrestre;2;2014;agosto;8;3;
Europa;6;Dinamarca;57;Mato Grosso do Sul;12;Terrestre;2;2014;agosto;8;4;
Europa;6;Espanha;67;Mato Grosso do Sul;12;Terrestre;2;2014;agosto;8;28;
Europa;6;Finlândia;73;Mato Grosso do Sul;12;Terrestre;2;2014;agosto;8;0;
Europa;6;França;74;Mato Grosso do Sul;12;Terrestre;2;2014;agosto;8;44;
Europa;6;Grécia;81;Mato Grosso do Sul;12;Terrestre;2;2014;agosto;8;1;
Europa;6;Holanda;92;Mato Grosso do Sul;12;Terrestre;2;2014;agosto;8;10;
Europa;6;Hungria;94;Mato Grosso do Sul;12;Terrestre;2;2014;agosto;8;0;
Europa;6;Reino Unido;182;Mato Grosso do Sul;12;Terrestre;2;2014;agosto;8;54;
Europa;6;Irlanda;117;Mato Grosso do Sul;12;Terrestre;2;2014;agosto;8;7;
Europa;6;Itália;120;Mato Grosso do Sul;12;Terrestre;2;2014;agosto;8;5;
Europa;6;Noruega;164;Mato Grosso do Sul;12;Terrestre;2;2014;agosto;8;1;
Europa;6;Polônia;177;Mato Grosso do Sul;12;Terrestre;2;2014;agosto;8;1;
Europa;6;Portugal;179;Mato Grosso do Sul;12;Terrestre;2;2014;agosto;8;6;
Europa;6;República Tcheca;187;Mato Grosso do Sul;12;Terrestre;2;2014;agosto;8;2;
Europa;6;Rússia;190;Mato Grosso do Sul;12;Terrestre;2;2014;agosto;8;4;
Europa;6;Suécia;215;Mato Grosso do Sul;12;Terrestre;2;2014;agosto;8;0;
Europa;6;Suíça;216;Mato Grosso do Sul;12;Terrestre;2;2014;agosto;8;8;
Europa;6;Outros países;998;Mato Grosso do Sul;12;Terrestre;2;2014;agosto;8;5;
Oceania;7;Austrália;14;Mato Grosso do Sul;12;Terrestre;2;2014;agosto;8;12;
Oceania;7;Nova Zelândia;166;Mato Grosso do Sul;12;Terrestre;2;2014;agosto;8;0;
Oceania;7;Outros países;998;Mato Grosso do Sul;12;Terrestre;2;2014;agosto;8;0;
Continente não especificado;8;Países não especificados;999;Mato Grosso do Sul;12;Terrestre;2;2014;agosto;8;0;
África;1;África do Sul;2;Mato Grosso do Sul;12;Terrestre;2;2014;setembro;9;1;
África;1;Angola;6;Mato Grosso do Sul;12;Terrestre;2;2014;setembro;9;0;
África;1;Cabo Verde;35;Mato Grosso do Sul;12;Terrestre;2;2014;setembro;9;0;
África;1;Nigéria;162;Mato Grosso do Sul;12;Terrestre;2;2014;setembro;9;0;
África;1;Outros países;998;Mato Grosso do Sul;12;Terrestre;2;2014;setembro;9;0;
América Central e Caribe;2;Costa Rica;53;Mato Grosso do Sul;12;Terrestre;2;2014;setembro;9;0;
América Central e Caribe;2;Cuba;55;Mato Grosso do Sul;12;Terrestre;2;2014;setembro;9;8;
América Central e Caribe;2;Guatemala;84;Mato Grosso do Sul;12;Terrestre;2;2014;setembro;9;0;
América Central e Caribe;2;Panamá;170;Mato Grosso do Sul;12;Terrestre;2;2014;setembro;9;0;
América Central e Caribe;2;Outros países;998;Mato Grosso do Sul;12;Terrestre;2;2014;setembro;9;8;
América do Norte;3;Canadá;38;Mato Grosso do Sul;12;Terrestre;2;2014;setembro;9;0;
América do Norte;3;Estados Unidos;68;Mato Grosso do Sul;12;Terrestre;2;2014;setembro;9;1;
América do Norte;3;México;148;Mato Grosso do Sul;12;Terrestre;2;2014;setembro;9;34;
América do Sul;4;Argentina;11;Mato Grosso do Sul;12;Terrestre;2;2014;setembro;9;66;
América do Sul;4;Bolívia;26;Mato Grosso do Sul;12;Terrestre;2;2014;setembro;9;1572;
América do Sul;4;Chile;42;Mato Grosso do Sul;12;Terrestre;2;2014;setembro;9;24;
América do Sul;4;Colômbia;48;Mato Grosso do Sul;12;Terrestre;2;2014;setembro;9;18;
América do Sul;4;Equador;63;Mato Grosso do Sul;12;Terrestre;2;2014;setembro;9;13;
América do Sul;4;Guiana Francesa;87;Mato Grosso do Sul;12;Terrestre;2;2014;setembro;9;0;
América do Sul;4;Paraguai;173;Mato Grosso do Sul;12;Terrestre;2;2014;setembro;9;1474;
América do Sul;4;Peru;174;Mato Grosso do Sul;12;Terrestre;2;2014;setembro;9;152;
América do Sul;4;Guiana;86;Mato Grosso do Sul;12;Terrestre;2;2014;setembro;9;0;
América do Sul;4;Suriname;217;Mato Grosso do Sul;12;Terrestre;2;2014;setembro;9;0;
América do Sul;4;Uruguai;234;Mato Grosso do Sul;12;Terrestre;2;2014;setembro;9;2;
América do Sul;4;Venezuela;238;Mato Grosso do Sul;12;Terrestre;2;2014;setembro;9;0;
Ásia;5;China;43;Mato Grosso do Sul;12;Terrestre;2;2014;setembro;9;0;
Ásia;5;Índia;113;Mato Grosso do Sul;12;Terrestre;2;2014;setembro;9;0;
Ásia;5;Israel;119;Mato Grosso do Sul;12;Terrestre;2;2014;setembro;9;1;
Ásia;5;Japão;122;Mato Grosso do Sul;12;Terrestre;2;2014;setembro;9;0;
Ásia;5;República da Coreia;184;Mato Grosso do Sul;12;Terrestre;2;2014;setembro;9;0;
Ásia;5;Outros países;998;Mato Grosso do Sul;12;Terrestre;2;2014;setembro;9;0;
Europa;6;Alemanha;4;Mato Grosso do Sul;12;Terrestre;2;2014;setembro;9;32;
Europa;6;Áustria;15;Mato Grosso do Sul;12;Terrestre;2;2014;setembro;9;2;
Europa;6;Bélgica;21;Mato Grosso do Sul;12;Terrestre;2;2014;setembro;9;1;
Europa;6;Dinamarca;57;Mato Grosso do Sul;12;Terrestre;2;2014;setembro;9;0;
Europa;6;Espanha;67;Mato Grosso do Sul;12;Terrestre;2;2014;setembro;9;7;
Europa;6;Finlândia;73;Mato Grosso do Sul;12;Terrestre;2;2014;setembro;9;0;
Europa;6;França;74;Mato Grosso do Sul;12;Terrestre;2;2014;setembro;9;0;
Europa;6;Grécia;81;Mato Grosso do Sul;12;Terrestre;2;2014;setembro;9;0;
Europa;6;Holanda;92;Mato Grosso do Sul;12;Terrestre;2;2014;setembro;9;7;
Europa;6;Hungria;94;Mato Grosso do Sul;12;Terrestre;2;2014;setembro;9;0;
Europa;6;Reino Unido;182;Mato Grosso do Sul;12;Terrestre;2;2014;setembro;9;23;
Europa;6;Irlanda;117;Mato Grosso do Sul;12;Terrestre;2;2014;setembro;9;0;
Europa;6;Itália;120;Mato Grosso do Sul;12;Terrestre;2;2014;setembro;9;0;
Europa;6;Noruega;164;Mato Grosso do Sul;12;Terrestre;2;2014;setembro;9;1;
Europa;6;Polônia;177;Mato Grosso do Sul;12;Terrestre;2;2014;setembro;9;5;
Europa;6;Portugal;179;Mato Grosso do Sul;12;Terrestre;2;2014;setembro;9;1;
Europa;6;República Tcheca;187;Mato Grosso do Sul;12;Terrestre;2;2014;setembro;9;0;
Europa;6;Rússia;190;Mato Grosso do Sul;12;Terrestre;2;2014;setembro;9;2;
Europa;6;Suécia;215;Mato Grosso do Sul;12;Terrestre;2;2014;setembro;9;1;
Europa;6;Suíça;216;Mato Grosso do Sul;12;Terrestre;2;2014;setembro;9;8;
Europa;6;Outros países;998;Mato Grosso do Sul;12;Terrestre;2;2014;setembro;9;4;
Oceania;7;Austrália;14;Mato Grosso do Sul;12;Terrestre;2;2014;setembro;9;20;
Oceania;7;Nova Zelândia;166;Mato Grosso do Sul;12;Terrestre;2;2014;setembro;9;0;
Oceania;7;Outros países;998;Mato Grosso do Sul;12;Terrestre;2;2014;setembro;9;0;
Continente não especificado;8;Países não especificados;999;Mato Grosso do Sul;12;Terrestre;2;2014;setembro;9;0;
África;1;África do Sul;2;Mato Grosso do Sul;12;Terrestre;2;2014;outubro;10;0;
África;1;Angola;6;Mato Grosso do Sul;12;Terrestre;2;2014;outubro;10;0;
África;1;Cabo Verde;35;Mato Grosso do Sul;12;Terrestre;2;2014;outubro;10;0;
África;1;Nigéria;162;Mato Grosso do Sul;12;Terrestre;2;2014;outubro;10;0;
África;1;Outros países;998;Mato Grosso do Sul;12;Terrestre;2;2014;outubro;10;0;
América Central e Caribe;2;Costa Rica;53;Mato Grosso do Sul;12;Terrestre;2;2014;outubro;10;0;
América Central e Caribe;2;Cuba;55;Mato Grosso do Sul;12;Terrestre;2;2014;outubro;10;3;
