Continente;Ordem continente;País;Ordem país;UF;Ordem UF;Via de acesso;Ordem via de acesso;Ano;Mês;Ordem mês;Chegadas;
África;1;Angola;6;Amazonas;4;Aérea;1;2014;julho;7;0;
África;1;Cabo Verde;35;Amazonas;4;Aérea;1;2014;julho;7;1;
África;1;Nigéria;162;Amazonas;4;Aérea;1;2014;julho;7;1;
África;1;Outros países;998;Amazonas;4;Aérea;1;2014;julho;7;4;
América Central e Caribe;2;Costa Rica;53;Amazonas;4;Aérea;1;2014;julho;7;16;
América Central e Caribe;2;Cuba;55;Amazonas;4;Aérea;1;2014;julho;7;14;
América Central e Caribe;2;Guatemala;84;Amazonas;4;Aérea;1;2014;julho;7;4;
América Central e Caribe;2;Panamá;170;Amazonas;4;Aérea;1;2014;julho;7;25;
América Central e Caribe;2;Outros países;998;Amazonas;4;Aérea;1;2014;julho;7;26;
América do Norte;3;Canadá;38;Amazonas;4;Aérea;1;2014;julho;7;69;
América do Norte;3;Estados Unidos;68;Amazonas;4;Aérea;1;2014;julho;7;1544;
América do Norte;3;México;148;Amazonas;4;Aérea;1;2014;julho;7;50;
América do Sul;4;Argentina;11;Amazonas;4;Aérea;1;2014;julho;7;17;
América do Sul;4;Bolívia;26;Amazonas;4;Aérea;1;2014;julho;7;5;
América do Sul;4;Chile;42;Amazonas;4;Aérea;1;2014;julho;7;7;
América do Sul;4;Colômbia;48;Amazonas;4;Aérea;1;2014;julho;7;94;
América do Sul;4;Equador;63;Amazonas;4;Aérea;1;2014;julho;7;7;
América do Sul;4;Guiana Francesa;87;Amazonas;4;Aérea;1;2014;julho;7;0;
América do Sul;4;Paraguai;173;Amazonas;4;Aérea;1;2014;julho;7;0;
América do Sul;4;Peru;174;Amazonas;4;Aérea;1;2014;julho;7;80;
América do Sul;4;Guiana;86;Amazonas;4;Aérea;1;2014;julho;7;1;
América do Sul;4;Suriname;217;Amazonas;4;Aérea;1;2014;julho;7;0;
América do Sul;4;Uruguai;234;Amazonas;4;Aérea;1;2014;julho;7;1;
América do Sul;4;Venezuela;238;Amazonas;4;Aérea;1;2014;julho;7;589;
Ásia;5;China;43;Amazonas;4;Aérea;1;2014;julho;7;40;
Ásia;5;Índia;113;Amazonas;4;Aérea;1;2014;julho;7;18;
Ásia;5;Israel;119;Amazonas;4;Aérea;1;2014;julho;7;9;
Ásia;5;Japão;122;Amazonas;4;Aérea;1;2014;julho;7;57;
Ásia;5;República da Coreia;184;Amazonas;4;Aérea;1;2014;julho;7;42;
Ásia;5;Outros países;998;Amazonas;4;Aérea;1;2014;julho;7;15;
Europa;6;Alemanha;4;Amazonas;4;Aérea;1;2014;julho;7;100;
Europa;6;Áustria;15;Amazonas;4;Aérea;1;2014;julho;7;17;
Europa;6;Bélgica;21;Amazonas;4;Aérea;1;2014;julho;7;0;
Europa;6;Dinamarca;57;Amazonas;4;Aérea;1;2014;julho;7;5;
Europa;6;Espanha;67;Amazonas;4;Aérea;1;2014;julho;7;34;
Europa;6;Finlândia;73;Amazonas;4;Aérea;1;2014;julho;7;5;
Europa;6;França;74;Amazonas;4;Aérea;1;2014;julho;7;83;
Europa;6;Grécia;81;Amazonas;4;Aérea;1;2014;julho;7;0;
Europa;6;Holanda;92;Amazonas;4;Aérea;1;2014;julho;7;26;
Europa;6;Hungria;94;Amazonas;4;Aérea;1;2014;julho;7;0;
Europa;6;Reino Unido;182;Amazonas;4;Aérea;1;2014;julho;7;47;
Europa;6;Irlanda;117;Amazonas;4;Aérea;1;2014;julho;7;2;
Europa;6;Itália;120;Amazonas;4;Aérea;1;2014;julho;7;62;
Europa;6;Noruega;164;Amazonas;4;Aérea;1;2014;julho;7;15;
Europa;6;Polônia;177;Amazonas;4;Aérea;1;2014;julho;7;3;
Europa;6;Portugal;179;Amazonas;4;Aérea;1;2014;julho;7;88;
Europa;6;República Tcheca;187;Amazonas;4;Aérea;1;2014;julho;7;1;
Europa;6;Rússia;190;Amazonas;4;Aérea;1;2014;julho;7;22;
Europa;6;Suécia;215;Amazonas;4;Aérea;1;2014;julho;7;5;
Europa;6;Suíça;216;Amazonas;4;Aérea;1;2014;julho;7;75;
Europa;6;Outros países;998;Amazonas;4;Aérea;1;2014;julho;7;4;
Oceania;7;Austrália;14;Amazonas;4;Aérea;1;2014;julho;7;7;
Oceania;7;Nova Zelândia;166;Amazonas;4;Aérea;1;2014;julho;7;1;
Oceania;7;Outros países;998;Amazonas;4;Aérea;1;2014;julho;7;0;
Continente não especificado;8;Países não especificados;999;Amazonas;4;Aérea;1;2014;julho;7;0;
África;1;África do Sul;2;Amazonas;4;Aérea;1;2014;agosto;8;0;
África;1;Angola;6;Amazonas;4;Aérea;1;2014;agosto;8;0;
África;1;Cabo Verde;35;Amazonas;4;Aérea;1;2014;agosto;8;0;
África;1;Nigéria;162;Amazonas;4;Aérea;1;2014;agosto;8;0;
África;1;Outros países;998;Amazonas;4;Aérea;1;2014;agosto;8;1;
América Central e Caribe;2;Costa Rica;53;Amazonas;4;Aérea;1;2014;agosto;8;18;
América Central e Caribe;2;Cuba;55;Amazonas;4;Aérea;1;2014;agosto;8;16;
América Central e Caribe;2;Guatemala;84;Amazonas;4;Aérea;1;2014;agosto;8;7;
América Central e Caribe;2;Panamá;170;Amazonas;4;Aérea;1;2014;agosto;8;10;
América Central e Caribe;2;Outros países;998;Amazonas;4;Aérea;1;2014;agosto;8;14;
América do Norte;3;Canadá;38;Amazonas;4;Aérea;1;2014;agosto;8;31;
América do Norte;3;Estados Unidos;68;Amazonas;4;Aérea;1;2014;agosto;8;1359;
América do Norte;3;México;148;Amazonas;4;Aérea;1;2014;agosto;8;43;
América do Sul;4;Argentina;11;Amazonas;4;Aérea;1;2014;agosto;8;7;
América do Sul;4;Bolívia;26;Amazonas;4;Aérea;1;2014;agosto;8;0;
América do Sul;4;Chile;42;Amazonas;4;Aérea;1;2014;agosto;8;5;
América do Sul;4;Colômbia;48;Amazonas;4;Aérea;1;2014;agosto;8;58;
América do Sul;4;Equador;63;Amazonas;4;Aérea;1;2014;agosto;8;18;
América do Sul;4;Guiana Francesa;87;Amazonas;4;Aérea;1;2014;agosto;8;0;
América do Sul;4;Paraguai;173;Amazonas;4;Aérea;1;2014;agosto;8;0;
América do Sul;4;Peru;174;Amazonas;4;Aérea;1;2014;agosto;8;38;
América do Sul;4;Guiana;86;Amazonas;4;Aérea;1;2014;agosto;8;0;
América do Sul;4;Suriname;217;Amazonas;4;Aérea;1;2014;agosto;8;0;
América do Sul;4;Uruguai;234;Amazonas;4;Aérea;1;2014;agosto;8;0;
América do Sul;4;Venezuela;238;Amazonas;4;Aérea;1;2014;agosto;8;511;
Ásia;5;China;43;Amazonas;4;Aérea;1;2014;agosto;8;14;
Ásia;5;Índia;113;Amazonas;4;Aérea;1;2014;agosto;8;7;
Ásia;5;Israel;119;Amazonas;4;Aérea;1;2014;agosto;8;2;
Ásia;5;Japão;122;Amazonas;4;Aérea;1;2014;agosto;8;74;
Ásia;5;República da Coreia;184;Amazonas;4;Aérea;1;2014;agosto;8;32;
Ásia;5;Outros países;998;Amazonas;4;Aérea;1;2014;agosto;8;28;
Europa;6;Alemanha;4;Amazonas;4;Aérea;1;2014;agosto;8;87;
Europa;6;Áustria;15;Amazonas;4;Aérea;1;2014;agosto;8;8;
Europa;6;Bélgica;21;Amazonas;4;Aérea;1;2014;agosto;8;6;
Europa;6;Dinamarca;57;Amazonas;4;Aérea;1;2014;agosto;8;0;
Europa;6;Espanha;67;Amazonas;4;Aérea;1;2014;agosto;8;52;
Europa;6;Finlândia;73;Amazonas;4;Aérea;1;2014;agosto;8;11;
Europa;6;França;74;Amazonas;4;Aérea;1;2014;agosto;8;58;
Europa;6;Grécia;81;Amazonas;4;Aérea;1;2014;agosto;8;1;
Europa;6;Holanda;92;Amazonas;4;Aérea;1;2014;agosto;8;10;
Europa;6;Hungria;94;Amazonas;4;Aérea;1;2014;agosto;8;0;
Europa;6;Reino Unido;182;Amazonas;4;Aérea;1;2014;agosto;8;79;
Europa;6;Irlanda;117;Amazonas;4;Aérea;1;2014;agosto;8;3;
Europa;6;Itália;120;Amazonas;4;Aérea;1;2014;agosto;8;87;
Europa;6;Noruega;164;Amazonas;4;Aérea;1;2014;agosto;8;1;
Europa;6;Polônia;177;Amazonas;4;Aérea;1;2014;agosto;8;5;
Europa;6;Portugal;179;Amazonas;4;Aérea;1;2014;agosto;8;116;
Europa;6;República Tcheca;187;Amazonas;4;Aérea;1;2014;agosto;8;0;
Europa;6;Rússia;190;Amazonas;4;Aérea;1;2014;agosto;8;1;
Europa;6;Suécia;215;Amazonas;4;Aérea;1;2014;agosto;8;4;
Europa;6;Suíça;216;Amazonas;4;Aérea;1;2014;agosto;8;34;
Europa;6;Outros países;998;Amazonas;4;Aérea;1;2014;agosto;8;11;
Oceania;7;Austrália;14;Amazonas;4;Aérea;1;2014;agosto;8;13;
Oceania;7;Nova Zelândia;166;Amazonas;4;Aérea;1;2014;agosto;8;0;
Oceania;7;Outros países;998;Amazonas;4;Aérea;1;2014;agosto;8;0;
Continente não especificado;8;Países não especificados;999;Amazonas;4;Aérea;1;2014;agosto;8;0;
África;1;África do Sul;2;Amazonas;4;Aérea;1;2014;setembro;9;2;
África;1;Angola;6;Amazonas;4;Aérea;1;2014;setembro;9;0;
África;1;Cabo Verde;35;Amazonas;4;Aérea;1;2014;setembro;9;0;
África;1;Nigéria;162;Amazonas;4;Aérea;1;2014;setembro;9;0;
África;1;Outros países;998;Amazonas;4;Aérea;1;2014;setembro;9;0;
América Central e Caribe;2;Costa Rica;53;Amazonas;4;Aérea;1;2014;setembro;9;5;
América Central e Caribe;2;Cuba;55;Amazonas;4;Aérea;1;2014;setembro;9;10;
América Central e Caribe;2;Guatemala;84;Amazonas;4;Aérea;1;2014;setembro;9;5;
América Central e Caribe;2;Panamá;170;Amazonas;4;Aérea;1;2014;setembro;9;16;
América Central e Caribe;2;Outros países;998;Amazonas;4;Aérea;1;2014;setembro;9;11;
América do Norte;3;Canadá;38;Amazonas;4;Aérea;1;2014;setembro;9;31;
América do Norte;3;Estados Unidos;68;Amazonas;4;Aérea;1;2014;setembro;9;1003;
América do Norte;3;México;148;Amazonas;4;Aérea;1;2014;setembro;9;52;
América do Sul;4;Argentina;11;Amazonas;4;Aérea;1;2014;setembro;9;12;
América do Sul;4;Bolívia;26;Amazonas;4;Aérea;1;2014;setembro;9;2;
América do Sul;4;Chile;42;Amazonas;4;Aérea;1;2014;setembro;9;4;
América do Sul;4;Colômbia;48;Amazonas;4;Aérea;1;2014;setembro;9;69;
América do Sul;4;Equador;63;Amazonas;4;Aérea;1;2014;setembro;9;14;
América do Sul;4;Guiana Francesa;87;Amazonas;4;Aérea;1;2014;setembro;9;0;
América do Sul;4;Paraguai;173;Amazonas;4;Aérea;1;2014;setembro;9;0;
América do Sul;4;Peru;174;Amazonas;4;Aérea;1;2014;setembro;9;82;
América do Sul;4;Guiana;86;Amazonas;4;Aérea;1;2014;setembro;9;0;
América do Sul;4;Suriname;217;Amazonas;4;Aérea;1;2014;setembro;9;0;
América do Sul;4;Uruguai;234;Amazonas;4;Aérea;1;2014;setembro;9;2;
América do Sul;4;Venezuela;238;Amazonas;4;Aérea;1;2014;setembro;9;454;
Ásia;5;China;43;Amazonas;4;Aérea;1;2014;setembro;9;30;
Ásia;5;Índia;113;Amazonas;4;Aérea;1;2014;setembro;9;10;
Ásia;5;Israel;119;Amazonas;4;Aérea;1;2014;setembro;9;2;
Ásia;5;Japão;122;Amazonas;4;Aérea;1;2014;setembro;9;41;
Ásia;5;República da Coreia;184;Amazonas;4;Aérea;1;2014;setembro;9;26;
Ásia;5;Outros países;998;Amazonas;4;Aérea;1;2014;setembro;9;23;
Europa;6;Alemanha;4;Amazonas;4;Aérea;1;2014;setembro;9;73;
Europa;6;Áustria;15;Amazonas;4;Aérea;1;2014;setembro;9;0;
Europa;6;Bélgica;21;Amazonas;4;Aérea;1;2014;setembro;9;13;
Europa;6;Dinamarca;57;Amazonas;4;Aérea;1;2014;setembro;9;0;
Europa;6;Espanha;67;Amazonas;4;Aérea;1;2014;setembro;9;38;
Europa;6;Finlândia;73;Amazonas;4;Aérea;1;2014;setembro;9;14;
Europa;6;França;74;Amazonas;4;Aérea;1;2014;setembro;9;34;
Europa;6;Grécia;81;Amazonas;4;Aérea;1;2014;setembro;9;0;
Europa;6;Holanda;92;Amazonas;4;Aérea;1;2014;setembro;9;10;
Europa;6;Hungria;94;Amazonas;4;Aérea;1;2014;setembro;9;0;
Europa;6;Reino Unido;182;Amazonas;4;Aérea;1;2014;setembro;9;40;
Europa;6;Irlanda;117;Amazonas;4;Aérea;1;2014;setembro;9;2;
Europa;6;Itália;120;Amazonas;4;Aérea;1;2014;setembro;9;36;
Europa;6;Noruega;164;Amazonas;4;Aérea;1;2014;setembro;9;1;
Europa;6;Polônia;177;Amazonas;4;Aérea;1;2014;setembro;9;2;
Europa;6;Portugal;179;Amazonas;4;Aérea;1;2014;setembro;9;79;
Europa;6;República Tcheca;187;Amazonas;4;Aérea;1;2014;setembro;9;0;
Europa;6;Rússia;190;Amazonas;4;Aérea;1;2014;setembro;9;0;
Europa;6;Suécia;215;Amazonas;4;Aérea;1;2014;setembro;9;6;
Europa;6;Suíça;216;Amazonas;4;Aérea;1;2014;setembro;9;33;
Europa;6;Outros países;998;Amazonas;4;Aérea;1;2014;setembro;9;0;
Oceania;7;Austrália;14;Amazonas;4;Aérea;1;2014;setembro;9;7;
Oceania;7;Nova Zelândia;166;Amazonas;4;Aérea;1;2014;setembro;9;1;
Oceania;7;Outros países;998;Amazonas;4;Aérea;1;2014;setembro;9;0;
Continente não especificado;8;Países não especificados;999;Amazonas;4;Aérea;1;2014;setembro;9;0;
África;1;África do Sul;2;Amazonas;4;Aérea;1;2014;outubro;10;4;
África;1;Angola;6;Amazonas;4;Aérea;1;2014;outubro;10;0;
África;1;Cabo Verde;35;Amazonas;4;Aérea;1;2014;outubro;10;0;
África;1;Nigéria;162;Amazonas;4;Aérea;1;2014;outubro;10;1;
África;1;Outros países;998;Amazonas;4;Aérea;1;2014;outubro;10;2;
América Central e Caribe;2;Costa Rica;53;Amazonas;4;Aérea;1;2014;outubro;10;8;
América Central e Caribe;2;Cuba;55;Amazonas;4;Aérea;1;2014;outubro;10;11;
América Central e Caribe;2;Guatemala;84;Amazonas;4;Aérea;1;2014;outubro;10;6;
América Central e Caribe;2;Panamá;170;Amazonas;4;Aérea;1;2014;outubro;10;12;
América Central e Caribe;2;Outros países;998;Amazonas;4;Aérea;1;2014;outubro;10;14;
América do Norte;3;Canadá;38;Amazonas;4;Aérea;1;2014;outubro;10;38;
América do Norte;3;Estados Unidos;68;Amazonas;4;Aérea;1;2014;outubro;10;1355;
América do Norte;3;México;148;Amazonas;4;Aérea;1;2014;outubro;10;42;
América do Sul;4;Argentina;11;Amazonas;4;Aérea;1;2014;outubro;10;12;
América do Sul;4;Bolívia;26;Amazonas;4;Aérea;1;2014;outubro;10;0;
América do Sul;4;Chile;42;Amazonas;4;Aérea;1;2014;outubro;10;3;
América do Sul;4;Colômbia;48;Amazonas;4;Aérea;1;2014;outubro;10;53;
América do Sul;4;Equador;63;Amazonas;4;Aérea;1;2014;outubro;10;24;
América do Sul;4;Guiana Francesa;87;Amazonas;4;Aérea;1;2014;outubro;10;0;
América do Sul;4;Paraguai;173;Amazonas;4;Aérea;1;2014;outubro;10;0;
América do Sul;4;Peru;174;Amazonas;4;Aérea;1;2014;outubro;10;85;
América do Sul;4;Guiana;86;Amazonas;4;Aérea;1;2014;outubro;10;3;
América do Sul;4;Suriname;217;Amazonas;4;Aérea;1;2014;outubro;10;0;
América do Sul;4;Uruguai;234;Amazonas;4;Aérea;1;2014;outubro;10;1;
América do Sul;4;Venezuela;238;Amazonas;4;Aérea;1;2014;outubro;10;588;
Ásia;5;China;43;Amazonas;4;Aérea;1;2014;outubro;10;9;
Ásia;5;Índia;113;Amazonas;4;Aérea;1;2014;outubro;10;3;
Ásia;5;Israel;119;Amazonas;4;Aérea;1;2014;outubro;10;6;
Ásia;5;Japão;122;Amazonas;4;Aérea;1;2014;outubro;10;46;
Ásia;5;República da Coreia;184;Amazonas;4;Aérea;1;2014;outubro;10;15;
Ásia;5;Outros países;998;Amazonas;4;Aérea;1;2014;outubro;10;16;
Europa;6;Alemanha;4;Amazonas;4;Aérea;1;2014;outubro;10;83;
Europa;6;Áustria;15;Amazonas;4;Aérea;1;2014;outubro;10;2;
Europa;6;Bélgica;21;Amazonas;4;Aérea;1;2014;outubro;10;8;
Europa;6;Dinamarca;57;Amazonas;4;Aérea;1;2014;outubro;10;2;
Europa;6;Espanha;67;Amazonas;4;Aérea;1;2014;outubro;10;40;
Europa;6;Finlândia;73;Amazonas;4;Aérea;1;2014;outubro;10;8;
Europa;6;França;74;Amazonas;4;Aérea;1;2014;outubro;10;45;
Europa;6;Grécia;81;Amazonas;4;Aérea;1;2014;outubro;10;1;
Europa;6;Holanda;92;Amazonas;4;Aérea;1;2014;outubro;10;24;
Europa;6;Hungria;94;Amazonas;4;Aérea;1;2014;outubro;10;0;
Europa;6;Reino Unido;182;Amazonas;4;Aérea;1;2014;outubro;10;48;
Europa;6;Irlanda;117;Amazonas;4;Aérea;1;2014;outubro;10;6;
Europa;6;Itália;120;Amazonas;4;Aérea;1;2014;outubro;10;46;
Europa;6;Noruega;164;Amazonas;4;Aérea;1;2014;outubro;10;0;
Europa;6;Polônia;177;Amazonas;4;Aérea;1;2014;outubro;10;14;
Europa;6;Portugal;179;Amazonas;4;Aérea;1;2014;outubro;10;102;
Europa;6;República Tcheca;187;Amazonas;4;Aérea;1;2014;outubro;10;0;
Europa;6;Rússia;190;Amazonas;4;Aérea;1;2014;outubro;10;13;
Europa;6;Suécia;215;Amazonas;4;Aérea;1;2014;outubro;10;11;
Europa;6;Suíça;216;Amazonas;4;Aérea;1;2014;outubro;10;15;
Europa;6;Outros países;998;Amazonas;4;Aérea;1;2014;outubro;10;14;
Oceania;7;Austrália;14;Amazonas;4;Aérea;1;2014;outubro;10;3;
Oceania;7;Nova Zelândia;166;Amazonas;4;Aérea;1;2014;outubro;10;0;
Oceania;7;Outros países;998;Amazonas;4;Aérea;1;2014;outubro;10;0;
Continente não especificado;8;Países não especificados;999;Amazonas;4;Aérea;1;2014;outubro;10;0;
África;1;África do Sul;2;Amazonas;4;Aérea;1;2014;novembro;11;1;
África;1;Angola;6;Amazonas;4;Aérea;1;2014;novembro;11;0;
África;1;Cabo Verde;35;Amazonas;4;Aérea;1;2014;novembro;11;0;
África;1;Nigéria;162;Amazonas;4;Aérea;1;2014;novembro;11;0;
África;1;Outros países;998;Amazonas;4;Aérea;1;2014;novembro;11;3;
América Central e Caribe;2;Costa Rica;53;Amazonas;4;Aérea;1;2014;novembro;11;20;
América Central e Caribe;2;Cuba;55;Amazonas;4;Aérea;1;2014;novembro;11;12;
América Central e Caribe;2;Guatemala;84;Amazonas;4;Aérea;1;2014;novembro;11;6;
América Central e Caribe;2;Panamá;170;Amazonas;4;Aérea;1;2014;novembro;11;10;
América Central e Caribe;2;Outros países;998;Amazonas;4;Aérea;1;2014;novembro;11;17;
América do Norte;3;Canadá;38;Amazonas;4;Aérea;1;2014;novembro;11;73;
América do Norte;3;Estados Unidos;68;Amazonas;4;Aérea;1;2014;novembro;11;992;
América do Norte;3;México;148;Amazonas;4;Aérea;1;2014;novembro;11;50;
América do Sul;4;Argentina;11;Amazonas;4;Aérea;1;2014;novembro;11;13;
América do Sul;4;Bolívia;26;Amazonas;4;Aérea;1;2014;novembro;11;0;
América do Sul;4;Chile;42;Amazonas;4;Aérea;1;2014;novembro;11;4;
América do Sul;4;Colômbia;48;Amazonas;4;Aérea;1;2014;novembro;11;51;
América do Sul;4;Equador;63;Amazonas;4;Aérea;1;2014;novembro;11;9;
América do Sul;4;Guiana Francesa;87;Amazonas;4;Aérea;1;2014;novembro;11;0;
América do Sul;4;Paraguai;173;Amazonas;4;Aérea;1;2014;novembro;11;0;
América do Sul;4;Peru;174;Amazonas;4;Aérea;1;2014;novembro;11;39;
América do Sul;4;Guiana;86;Amazonas;4;Aérea;1;2014;novembro;11;1;
América do Sul;4;Suriname;217;Amazonas;4;Aérea;1;2014;novembro;11;0;
América do Sul;4;Uruguai;234;Amazonas;4;Aérea;1;2014;novembro;11;2;
América do Sul;4;Venezuela;238;Amazonas;4;Aérea;1;2014;novembro;11;548;
Ásia;5;China;43;Amazonas;4;Aérea;1;2014;novembro;11;3;
Ásia;5;Índia;113;Amazonas;4;Aérea;1;2014;novembro;11;6;
Ásia;5;Israel;119;Amazonas;4;Aérea;1;2014;novembro;11;7;
Ásia;5;Japão;122;Amazonas;4;Aérea;1;2014;novembro;11;55;
Ásia;5;República da Coreia;184;Amazonas;4;Aérea;1;2014;novembro;11;15;
Ásia;5;Outros países;998;Amazonas;4;Aérea;1;2014;novembro;11;35;
Europa;6;Alemanha;4;Amazonas;4;Aérea;1;2014;novembro;11;87;
Europa;6;Áustria;15;Amazonas;4;Aérea;1;2014;novembro;11;12;
Europa;6;Bélgica;21;Amazonas;4;Aérea;1;2014;novembro;11;20;
Europa;6;Dinamarca;57;Amazonas;4;Aérea;1;2014;novembro;11;2;
Europa;6;Espanha;67;Amazonas;4;Aérea;1;2014;novembro;11;78;
Europa;6;Finlândia;73;Amazonas;4;Aérea;1;2014;novembro;11;16;
Europa;6;França;74;Amazonas;4;Aérea;1;2014;novembro;11;56;
Europa;6;Grécia;81;Amazonas;4;Aérea;1;2014;novembro;11;0;
Europa;6;Holanda;92;Amazonas;4;Aérea;1;2014;novembro;11;17;
Europa;6;Hungria;94;Amazonas;4;Aérea;1;2014;novembro;11;0;
Europa;6;Reino Unido;182;Amazonas;4;Aérea;1;2014;novembro;11;46;
Europa;6;Irlanda;117;Amazonas;4;Aérea;1;2014;novembro;11;4;
Europa;6;Itália;120;Amazonas;4;Aérea;1;2014;novembro;11;58;
Europa;6;Noruega;164;Amazonas;4;Aérea;1;2014;novembro;11;5;
Europa;6;Polônia;177;Amazonas;4;Aérea;1;2014;novembro;11;5;
Europa;6;Portugal;179;Amazonas;4;Aérea;1;2014;novembro;11;109;
Europa;6;República Tcheca;187;Amazonas;4;Aérea;1;2014;novembro;11;0;
Europa;6;Rússia;190;Amazonas;4;Aérea;1;2014;novembro;11;14;
Europa;6;Suécia;215;Amazonas;4;Aérea;1;2014;novembro;11;7;
Europa;6;Suíça;216;Amazonas;4;Aérea;1;2014;novembro;11;35;
Europa;6;Outros países;998;Amazonas;4;Aérea;1;2014;novembro;11;12;
Oceania;7;Austrália;14;Amazonas;4;Aérea;1;2014;novembro;11;27;
Oceania;7;Nova Zelândia;166;Amazonas;4;Aérea;1;2014;novembro;11;1;
Oceania;7;Outros países;998;Amazonas;4;Aérea;1;2014;novembro;11;0;
Continente não especificado;8;Países não especificados;999;Amazonas;4;Aérea;1;2014;novembro;11;0;
África;1;África do Sul;2;Amazonas;4;Aérea;1;2014;dezembro;12;4;
África;1;Angola;6;Amazonas;4;Aérea;1;2014;dezembro;12;0;
África;1;Cabo Verde;35;Amazonas;4;Aérea;1;2014;dezembro;12;0;
África;1;Nigéria;162;Amazonas;4;Aérea;1;2014;dezembro;12;0;
África;1;Outros países;998;Amazonas;4;Aérea;1;2014;dezembro;12;0;
América Central e Caribe;2;Costa Rica;53;Amazonas;4;Aérea;1;2014;dezembro;12;16;
América Central e Caribe;2;Cuba;55;Amazonas;4;Aérea;1;2014;dezembro;12;11;
América Central e Caribe;2;Guatemala;84;Amazonas;4;Aérea;1;2014;dezembro;12;4;
América Central e Caribe;2;Panamá;170;Amazonas;4;Aérea;1;2014;dezembro;12;33;
América Central e Caribe;2;Outros países;998;Amazonas;4;Aérea;1;2014;dezembro;12;22;
América do Norte;3;Canadá;38;Amazonas;4;Aérea;1;2014;dezembro;12;103;
América do Norte;3;Estados Unidos;68;Amazonas;4;Aérea;1;2014;dezembro;12;2047;
América do Norte;3;México;148;Amazonas;4;Aérea;1;2014;dezembro;12;76;
América do Sul;4;Argentina;11;Amazonas;4;Aérea;1;2014;dezembro;12;11;
América do Sul;4;Bolívia;26;Amazonas;4;Aérea;1;2014;dezembro;12;7;
América do Sul;4;Chile;42;Amazonas;4;Aérea;1;2014;dezembro;12;5;
América do Sul;4;Colômbia;48;Amazonas;4;Aérea;1;2014;dezembro;12;48;
América do Sul;4;Equador;63;Amazonas;4;Aérea;1;2014;dezembro;12;16;
América do Sul;4;Guiana Francesa;87;Amazonas;4;Aérea;1;2014;dezembro;12;0;
América do Sul;4;Paraguai;173;Amazonas;4;Aérea;1;2014;dezembro;12;3;
América do Sul;4;Peru;174;Amazonas;4;Aérea;1;2014;dezembro;12;100;
América do Sul;4;Guiana;86;Amazonas;4;Aérea;1;2014;dezembro;12;0;
América do Sul;4;Suriname;217;Amazonas;4;Aérea;1;2014;dezembro;12;0;
América do Sul;4;Uruguai;234;Amazonas;4;Aérea;1;2014;dezembro;12;2;
América do Sul;4;Venezuela;238;Amazonas;4;Aérea;1;2014;dezembro;12;740;
Ásia;5;China;43;Amazonas;4;Aérea;1;2014;dezembro;12;41;
Ásia;5;Índia;113;Amazonas;4;Aérea;1;2014;dezembro;12;52;
Ásia;5;Israel;119;Amazonas;4;Aérea;1;2014;dezembro;12;9;
Ásia;5;Japão;122;Amazonas;4;Aérea;1;2014;dezembro;12;46;
Ásia;5;República da Coreia;184;Amazonas;4;Aérea;1;2014;dezembro;12;29;
Ásia;5;Outros países;998;Amazonas;4;Aérea;1;2014;dezembro;12;35;
Europa;6;Alemanha;4;Amazonas;4;Aérea;1;2014;dezembro;12;101;
Europa;6;Áustria;15;Amazonas;4;Aérea;1;2014;dezembro;12;16;
Europa;6;Bélgica;21;Amazonas;4;Aérea;1;2014;dezembro;12;4;
Europa;6;Dinamarca;57;Amazonas;4;Aérea;1;2014;dezembro;12;0;
Europa;6;Espanha;67;Amazonas;4;Aérea;1;2014;dezembro;12;56;
Europa;6;Finlândia;73;Amazonas;4;Aérea;1;2014;dezembro;12;9;
Europa;6;França;74;Amazonas;4;Aérea;1;2014;dezembro;12;98;
Europa;6;Grécia;81;Amazonas;4;Aérea;1;2014;dezembro;12;0;
Europa;6;Holanda;92;Amazonas;4;Aérea;1;2014;dezembro;12;33;
Europa;6;Hungria;94;Amazonas;4;Aérea;1;2014;dezembro;12;0;
Europa;6;Reino Unido;182;Amazonas;4;Aérea;1;2014;dezembro;12;74;
Europa;6;Irlanda;117;Amazonas;4;Aérea;1;2014;dezembro;12;5;
Europa;6;Itália;120;Amazonas;4;Aérea;1;2014;dezembro;12;81;
Europa;6;Noruega;164;Amazonas;4;Aérea;1;2014;dezembro;12;11;
Europa;6;Polônia;177;Amazonas;4;Aérea;1;2014;dezembro;12;4;
Europa;6;Portugal;179;Amazonas;4;Aérea;1;2014;dezembro;12;134;
Europa;6;República Tcheca;187;Amazonas;4;Aérea;1;2014;dezembro;12;0;
Europa;6;Rússia;190;Amazonas;4;Aérea;1;2014;dezembro;12;0;
Europa;6;Suécia;215;Amazonas;4;Aérea;1;2014;dezembro;12;53;
Europa;6;Suíça;216;Amazonas;4;Aérea;1;2014;dezembro;12;97;
Europa;6;Outros países;998;Amazonas;4;Aérea;1;2014;dezembro;12;23;
Oceania;7;Austrália;14;Amazonas;4;Aérea;1;2014;dezembro;12;14;
Oceania;7;Nova Zelândia;166;Amazonas;4;Aérea;1;2014;dezembro;12;0;
Oceania;7;Outros países;998;Amazonas;4;Aérea;1;2014;dezembro;12;0;
Continente não especificado;8;Países não especificados;999;Amazonas;4;Aérea;1;2014;dezembro;12;0;
África;1;África do Sul;2;Amazonas;4;Terrestre;2;2014;janeiro;1;0;
